Site,GID,YLD
BISA-Pusa,GID9289514,4.464663841
BISA-Pusa,GID9289785,4.799894716
BISA-Pusa,GID9289998,4.636171405
BISA-Pusa,GID9290007,4.470695962
BISA-Pusa,GID9290030,4.674024413
BISA-Pusa,GID9290033,4.533601161
BISA-Pusa,GID9290281,4.593576027
BISA-Pusa,GID9290315,4.4413799
BISA-Pusa,GID9290319,4.387940738
BISA-Pusa,GID9290320,4.551333945
BISA-Pusa,GID9290359,3.896272487
BISA-Pusa,GID9290360,4.703337272
BISA-Pusa,GID9290424,4.270641664
BISA-Pusa,GID9290476,4.485251823
BISA-Pusa,GID9290555,4.901283848
BISA-Pusa,GID9290596,4.259290832
BISA-Pusa,GID9290645,4.572032957
BISA-Pusa,GID9290738,4.419048773
BISA-Pusa,GID9290856,4.710133067
BISA-Pusa,GID9290870,4.085075252
BISA-Pusa,GID9290897,4.331081133
BISA-Pusa,GID9290935,4.325858418
BISA-Pusa,GID9290998,4.691125893
BISA-Pusa,GID9291129,4.842600156
BISA-Pusa,GID9291138,4.227022542
BISA-Pusa,GID9291234,4.560560658
BISA-Pusa,GID9291255,4.684240238
BISA-Pusa,GID9291313,4.373208333
BISA-Pusa,GID9291495,4.583754475
BISA-Pusa,GID9292002,4.144628433
BISA-Pusa,GID9292026,4.80005411
BISA-Pusa,GID9292037,4.390504204
BISA-Pusa,GID9292172,4.195405742
BISA-Pusa,GID9292258,4.073850224
BISA-Pusa,GID9292390,4.965037459
BISA-Pusa,GID9292517,4.233850452
BISA-Pusa,GID9292655,4.255084421
BISA-Pusa,GID9292702,4.847611434
BISA-Pusa,GID9292714,4.239071968
BISA-Pusa,GID9293076,4.753145355
BISA-Pusa,GID9293119,4.639049592
BISA-Pusa,GID9293185,4.101637303
BISA-Pusa,GID9293474,4.583426406
BISA-Pusa,GID9293496,4.5626454
BISA-Pusa,GID9293678,4.615310225
BISA-Pusa,GID9293720,4.397048474
BISA-Pusa,GID9293899,4.470322028
BISA-Pusa,GID9293930,4.610098589
Bng-Jamalpur,GID9080879,4.202725138
Bng-Jamalpur,GID9080932,4.73772725
Bng-Jamalpur,GID9080962,4.23961372
Bng-Jamalpur,GID9080991,4.646294341
Bng-Jamalpur,GID9081027,4.182865608
Bng-Jamalpur,GID9081135,4.163831745
Bng-Jamalpur,GID9081219,4.193558397
Bng-Jamalpur,GID9081220,4.836082806
Bng-Jamalpur,GID9081342,4.55881492
Bng-Jamalpur,GID9081348,4.621080235
Bng-Jamalpur,GID9081386,5.068221056
Bng-Jamalpur,GID9081392,4.830604658
Bng-Jamalpur,GID9081405,4.364072147
Bng-Jamalpur,GID9081454,4.169267517
Bng-Jamalpur,GID9081861,4.635501113
Bng-Jamalpur,GID9081985,4.553741215
Bng-Jamalpur,GID9082028,4.736204898
Bng-Jamalpur,GID9082264,4.505639357
Bng-Jamalpur,GID9082396,3.919125506
Bng-Jamalpur,GID9082740,4.663349395
Bng-Jamalpur,GID9082815,4.709975912
Bng-Jamalpur,GID9083043,4.196844512
Bng-Jamalpur,GID9083135,5.099657425
Bng-Jamalpur,GID9083219,5.079283138
Bng-Jamalpur,GID9083240,4.563750058
Bng-Jamalpur,GID9083563,4.460832081
Bng-Jamalpur,GID9083568,4.578881447
Bng-Jamalpur,GID9083570,4.361339389
Bng-Jamalpur,GID9083575,4.667666462
Bng-Jamalpur,GID9083713,4.324856414
Bng-Jamalpur,GID9083716,4.752776846
Bng-Jamalpur,GID9083790,4.001001064
Bng-Jamalpur,GID9084091,4.975256624
Bng-Jamalpur,GID9084189,4.565030937
Bng-Jamalpur,GID9084226,4.517267388
Bng-Jamalpur,GID9084364,4.620966034
Bng-Jamalpur,GID9084655,4.948438293
Bng-Jamalpur,GID9084657,4.167943285
Bng-Jamalpur,GID9084814,4.164691173
Bng-Jamalpur,GID9084833,4.435670599
Bng-Jamalpur,GID9084856,4.275534392
Bng-Jamalpur,GID9084970,4.628119006
Bng-Jamalpur,GID9085537,4.83278126
Bng-Jamalpur,GID9085708,4.440421345
Bng-Jamalpur,GID9085770,4.462544502
Bng-Jamalpur,GID9086435,4.670570006
Bng-Jamalpur,GID9086789,4.329087631
Bng-Jamalpur,GID9086840,4.59047586
Bng-Jamalpur,GID9086888,4.698856704
Bng-Jamalpur,GID9086889,4.860115212
Bng-Jamalpur,GID9087400,4.667093434
Bng-Jamalpur,GID9087412,3.700406085
Bng-Jamalpur,GID9088108,4.383467218
Bng-Jamalpur,GID9088171,4.217033227
Bng-Jamalpur,GID9278807,4.132779655
Bng-Jamalpur,GID9279648,4.550187848
Bng-Jamalpur,GID9279754,4.064845887
Bng-Jamalpur,GID9279793,4.667032273
Bng-Jamalpur,GID9280076,4.199293106
Bng-Jamalpur,GID9280168,4.159905414
Bng-Jamalpur,GID9280661,4.282219415
Bng-Jamalpur,GID9281212,4.078479356
Bng-Jamalpur,GID9281226,4.896971353
Bng-Jamalpur,GID9282357,4.689713595
Bng-Jamalpur,GID9283907,4.799429265
Bng-Jamalpur,GID9283922,4.221813531
Bng-Jamalpur,GID9283970,3.909704887
Bng-Jamalpur,GID9284143,4.039107898
Bng-Jamalpur,GID9284213,4.534509124
Bng-Jamalpur,GID9284232,4.528315187
Bng-Jamalpur,GID9284288,4.714509087
Bng-Jamalpur,GID9284332,4.877974988
Bng-Jamalpur,GID9284345,4.782862828
Bng-Jamalpur,GID9284450,4.337439541
Bng-Jamalpur,GID9284458,4.958966088
Bng-Jamalpur,GID9284553,4.237484033
Bng-Jamalpur,GID9284639,4.104789535
Bng-Jamalpur,GID9284649,4.950206475
Bng-Jamalpur,GID9284652,5.015587276
Bng-Jamalpur,GID9284875,4.70355886
Bng-Jamalpur,GID9284878,4.650841934
Bng-Jamalpur,GID9284883,4.693951631
Bng-Jamalpur,GID9285252,4.766518456
Bng-Jamalpur,GID9285338,4.483485837
Bng-Jamalpur,GID9285339,4.363397642
Bng-Jamalpur,GID9285398,4.394845791
Bng-Jamalpur,GID9285405,4.781168845
Bng-Jamalpur,GID9285443,4.671259548
Bng-Jamalpur,GID9285514,4.290567599
Bng-Jamalpur,GID9285657,4.585849998
Bng-Jamalpur,GID9285907,4.73726681
Bng-Jamalpur,GID9286276,4.589401907
Bng-Jamalpur,GID9286439,4.314885085
Bng-Jamalpur,GID9286760,4.657559082
Bng-Jamalpur,GID9286767,5.128300508
Bng-Jamalpur,GID9287206,4.221808127
Bng-Jamalpur,GID9287216,4.092136058
Bng-Jamalpur,GID9287867,4.801235686
Bng-Jamalpur,GID9288128,5.053658386
Bng-Jamalpur,GID9288267,4.867624895
Bng-Jamalpur,GID9288308,4.742888294
Bng-Jamalpur,GID9288503,4.714198714
Bng-Jamalpur,GID9288529,4.220911045
Bng-Jamalpur,GID9288554,4.451416171
Bng-Jamalpur,GID9288615,4.502310953
Bng-Jamalpur,GID9288636,4.372313163
Bng-Jamalpur,GID9288642,4.595265984
Bng-Jamalpur,GID9288793,4.668450892
Bng-Jamalpur,GID9288840,4.56074928
Bng-Jamalpur,GID9288933,4.325233357
Bng-Jamalpur,GID9288973,3.890955851
Bng-Jamalpur,GID9289199,4.560584805
Bng-Jamalpur,GID9289294,4.142476786
Bng-Jamalpur,GID9289514,4.355641979
Bng-Jamalpur,GID9289785,4.720331484
Bng-Jamalpur,GID9289998,4.690305959
Bng-Jamalpur,GID9290007,4.652382318
Bng-Jamalpur,GID9290030,4.804228325
Bng-Jamalpur,GID9290033,4.65645314
Bng-Jamalpur,GID9290281,4.824615421
Bng-Jamalpur,GID9290315,4.459961667
Bng-Jamalpur,GID9290319,4.194925491
Bng-Jamalpur,GID9290320,4.632510133
Bng-Jamalpur,GID9290359,3.917749589
Bng-Jamalpur,GID9290360,4.462419091
Bng-Jamalpur,GID9290424,3.681612266
Bng-Jamalpur,GID9290476,4.483516203
Bng-Jamalpur,GID9290555,4.630344062
Bng-Jamalpur,GID9290596,4.381618129
Bng-Jamalpur,GID9290645,4.592927285
Bng-Jamalpur,GID9290738,4.533850287
Bng-Jamalpur,GID9290856,4.276577183
Bng-Jamalpur,GID9290870,3.90448452
Bng-Jamalpur,GID9290897,4.349133094
Bng-Jamalpur,GID9290935,4.352875753
Bng-Jamalpur,GID9290998,4.555071212
Bng-Jamalpur,GID9291129,4.440675179
Bng-Jamalpur,GID9291138,4.122646157
Bng-Jamalpur,GID9291234,4.381457048
Bng-Jamalpur,GID9291255,4.290051707
Bng-Jamalpur,GID9291313,4.546026286
Bng-Jamalpur,GID9291495,4.328471821
Bng-Jamalpur,GID9292002,3.851853763
Bng-Jamalpur,GID9292026,4.254049967
Bng-Jamalpur,GID9292037,4.289021226
Bng-Jamalpur,GID9292172,4.22297265
Bng-Jamalpur,GID9292258,4.449019419
Bng-Jamalpur,GID9292390,4.500570859
Bng-Jamalpur,GID9292517,4.81782334
Bng-Jamalpur,GID9292655,4.104914592
Bng-Jamalpur,GID9292702,4.734836924
Bng-Jamalpur,GID9292714,4.045825464
Bng-Jamalpur,GID9293076,4.348100761
Bng-Jamalpur,GID9293119,4.645183635
Bng-Jamalpur,GID9293185,3.771368472
Bng-Jamalpur,GID9293474,4.442759619
Bng-Jamalpur,GID9293496,4.406554731
Bng-Jamalpur,GID9293678,4.656638927
Bng-Jamalpur,GID9293720,4.290317082
Bng-Jamalpur,GID9293899,4.167057516
Bng-Jamalpur,GID9293930,4.436545571
